Sno,Title,Date,User,text
2823,Odd Taxi,2022-11-13,gojigold,I love this show so far!! The mysterious case keeps getting worse with more missing people and suspicious characters in the background. I'm also entertained by watching the back-and-forth between
2824,Isekai Meikyuu de Harem wo,2022-11-13,theecatt,"It is with all due gravity that I say, Isekai Meikyuu de Harem wo is the ultimate expression of the art of anime, no, of all cinematography. This is the"
2825,Bocchi the Rock!,2022-11-13,H1DR0,As a fan of CloverWorks I always check out their new shows and when Bocchi The Rock was announced I was a bit unsure if it was going to be
2826,Vivy: Fluorite Eye's Song,2022-11-13,Frogdude59,Vivy was an interesting anime to watch. The idea of defying fate by changing key moments in history is reminiscent of Steins Gate. The story takes place over 100 years
2827,Given,2022-11-13,TiFFDerQueen,"My PERSONAL opinions so please don't hate on it if you disagree. Thanks. Overall, this is a masterpiece which did not fail to make me cry hard when the boys"
2828,Blue Lock,2022-11-13,H1DR0,The interesting premise behind Blue Lock is what incites curiosity and brings in a lot of viewers. But is it just an interesting idea with a shallow execution or a
2829,Lycoris Recoil,2022-11-13,VaioletteZ,"This show is nothing but fun, it knows what it is and doesn't try to be anything but. The character design is phenomenal, the English voice actors are phenomenal, the"
2830,Little Witch Academia (TV),2022-11-13,TheGoldenGodSS,"Little Witch Academia is easily one of studio triggers most underrated animes, I rarely hear be brought up when people discuss studio triggers anime and it definitely deserves more praise."
2831,Romantic Killer,2022-11-13,Decee1,I'm in love with Anzu now :C The start of it was a bit rough which made me think this was not for me. But when it really started I
2832,Cyberpunk: Edgerunners,2022-11-13,Stanslas,"\"I had no knowledge about all the Cyberpunk universe when watching the anime. The viewer is put in front of ethical questions like \"\"Is this future for humanity suitable ?\"\""
2833,Made in Abyss,2022-11-13,UnlivedDisc03,I really was not expecting to like this anime. I've knew about it for a couple years now but good god. I was expecting this to be some childish anime
2834,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",2022-11-13,shrimp_gf,"This anime is great, I love the way it plays on sooooo many common tropes in the hard magic fantasy genre and it does it in such a refreshing and"
2835,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2022-11-13,JustKeepBinging,"This. Anime. Is. Hilarious. Oh my god. I never thought I would laugh so much from a single anime. The Hero is obviously able to beat anyone and anything, or"
2836,Gaikotsu Shotenin Honda-san,2022-11-13,JustKeepBinging,This is a legit slice of life anime. There is like actually no storyline and it just shows his daily life. We get to see snippets of how he started
2837,Girls Bravo: First Season,2022-11-13,ThorLL,"Like with other shows like this, this one is about the cute likable girl. In this case Miharu. I can't say for all men, but I find Miharu very cute,"
2838,Jujutsu Kaisen 0 Movie,2022-11-13,Glueski,"I watched JJK0 on a whim, usually I find anime movies to be underwhelming at best and outright atrocious at worst. With this one I was pleasantly surprised. Story: Though"
2839,Akiba Meido Sensou,2022-11-13,ogpurpledaddy,Had to sign up just to bump this brilliant show up. Watch this show if you want a chaotic good time! Wish this thing would bump elbows with the top
2840,Zen: Grogu to Makkuro Kurosuke,2022-11-13,InfinityDude88,"A surprise to be sure, but a welcome one. When Ghibli announced that they were going to be collaborating with Lucasfilm, speculation immediately grew about what these two juggernauts of"
2799,Yi Nian Yong Heng: Chuan Cheng Pian,2022-11-14,nameless_panda,"Don't write this one off because its in Chinese, its a good one! As mentioned in another review, the subtitles are not the greatest but the impact it has is"
2800,Vampire Hunter D (2000),2022-11-14,Gabriel-kun,"Do you like vampires? Do you like the legacy of Castlevania? Does gothic impress you and its various nuances (gothic literature, gothic architecture, and gothic fashion)? Do you like retro"
2801,Lycoris Recoil,2022-11-14,Justykanna,"Lycoris Recoil is probably the biggest show airing this past season that I was eager to keep watching, just because I figured Chisato and Takina would such a strong pair"
2802,Blue Lock,2022-11-14,NonMii,"Considering how much I've been enjoying the show this far, I'm not entirely sure why the series is getting so much hate this early on. For starters, even as a"
2803,Kurogane no Linebarrels,2022-11-14,hexashadow13,"tl;dr: A mech anime with a pretty great character arc for the protagonist but that is lacking in most everything else. This anime is one that’s greatest strength, it’s protagonist,"
2804,"Fuufu Ijou, Koibito Miman.",2022-11-14,Strelizia0102,"To start off my review, I would like to remind anyone that a show being okay or good is fine, sometimes having a relaxing show where you can turn off"
2805,Re:Creators,2022-11-14,Spishka,"SOLID 10/10 I'll start this anime is ONE OF A KIND, a reverse isekai and a damn GOOD one at that sound track: 10/10 Sawano Hiroyuki op is a SHEEEEEEEESH,"
2806,Xie Wang Zhui Qi: Yishi Qingcheng,2022-11-14,botagas,"This season is a massive improvement. If you didn't watch the previous season, you will still need to do so in order to understand the story, but past that point,"
2807,Spy x Family,2022-11-14,BlackBusterMAL,"English. This is a great season that tells us the story of a spy, an assassin and a girl who can read minds, I know that if I say this"
2808,Chainsaw Man,2022-11-14,moll13,"CHAINSAW MAN ANIME!! Let me tell you, I've been looking forward to this since I first read Chainsaw Man in 2020. It quickly became my favorite manga of all time"
2809,Chainsaw Man,2022-11-14,Codonaine,"MAPPA has blown me away, the animation, characters, fights and everything is just stunning. Congrats on the staff for working hard, they really did their best to make this a"
2810,Bocchi the Rock!,2022-11-14,Meshikufu,"Easily the best anime this year. This anime has something that hasn't been done before. Blending non-traditional anime visual styles and for some reason, it feels very natural in the"
2811,JoJo no Kimyou na Bouken Part 6: Stone Ocean,2022-11-14,widifi,"man the animation took a nose dive. i mean jojo was not particularly well animated before but now, ooh boy. its practically a power point presentation at this point with"
2812,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,2022-11-14,widifi,JOJO part 5 is pretty damn good but nowhere near as good as the other jojo parts are. unlike other parts that slowly introduce the characters this one introduces them
2813,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,2022-11-14,cringeylazy,"(This review does not have spoilers for the movie but it will however have spoilers for the original anime to make comparisons so read at your own risk.) Bigger mech,"
2814,Shingeki no Kyojin,2022-11-14,widifi,after watching the whole series up to the latest season i was surprised with how good it was. the second season kind of bored me a bit but the third
2815,4-nin wa Sorezore Uso wo Tsuku,2022-11-14,stopthisregbs,"8/10 It seems that this show was somewhat bypassed despite being a work of high quality. Art, direction, sounds, voice acting and music are all on good levels. As I"
2816,Mairimashita! Iruma-kun,2022-11-14,Sakamoto9000,"Considering how boring and generic the synopsis and concept of the story is, it did a pretty good job of being entertaining and keeping things fresh. To start off, it"
2817,Romantic Killer,2022-11-14,cyetelie,"Well, It was definitely something. I have to say, for a show that was supposedly supposed to resemble something of a Otome game. The idea of an oh so magical"
2818,Ling Qi 2,2022-11-14,kyuteillusion21,Story - 10/10 i Love the story of ki and keika their trust and love are the best they support each other and help each other and i like their
2819,Fukigen na Mononokean,2022-11-14,Starmaiden01,"Heya, I really enjoyed this anime & i thought the plot was really good. Its a shame theres not a 3rd season yet :p The reason i watched this anime"
2820,Xian Wang de Richang Shenghuo 2,2022-11-14,KN_is_otaku,"I don't understand why many are saying it's not that good because it didn't had much plot in season 2, well it's a slice of life so they will focus"
2821,Romantic Killer,2022-11-14,kuronumaa,"giving a new impression in a fresh romance anime with loveable characters and a fun plot. story: the aspect of the story that is arranged, slowly but surely. I haven't"
2779,"Fuufu Ijou, Koibito Miman.",2022-11-15,VQuessa,This is the greatest and best anime ever made. With only one frame u can understand what i'm saying... if u enjoy ntr and boobs (SPECIAL THE BIG ONES) u
2780,Yesterday wo Utatte,2022-11-15,447799,"This anime is criminally underrated. Yesterday wo Utatte is a realistic romance with adult characters. It's different from ordinary romance animes, as it doesn't have fanservice and many tropes. The"
2781,Clannad,2022-11-15,speckofwater,"Clannad is my favorite anime of all time. It encourages positive values through the characters interactions with each other and their development throughout the story, especially regarding family and overcoming"
2782,Chainsaw Man,2022-11-15,KiatoKasuga,"Hype hype hype hype hype. I question any of you reading this to try and find a review that doesn't use this silly word because, well... you probably won't. People"
2783,Gintama,2022-11-15,PickleofDoom,Not done with this anime but as of now one of it's biggest things for me is how it is really easy to sleep too not that its a bad
2784,Spy x Family,2022-11-15,CBF2006,"Spy x Family stands out as an exceptional spy comedy. The story is entrenched with character, all of the characters are exceptional, the setting is great, and I've loved watching"
2785,Romantic Killer,2022-11-15,Myrmiderp,"Spoiler-free should-you-watch review: Romantic Killer is sweet. It reminds me of Kaguya-sama with its ham-fisted comedic romance premise, but with a stronger grasp on the romance and drama, and a"
